ISIN,NAME,Country
TH1015A10Z04,STARS MICROELECTRONICS,EM
TH1016010007,BANGKOK LIFE ASSURANCE,EM
TH1019010Y00,LH FINANCIAL GP.,EM
TH1027010004,INDORAMA VENTURES,EM
TH1032010Z02,COL DEAD - DELIST.22/02/21,EM
TH1041010Z03,GUNKUL ENGINEERING,EM
TH1074010006,PTT GLOBAL CHEMICAL,EM
TH3226010009,LOTUS S RET.GW. FREEHOLD&LEASEHOLD PR.,EM
TH3545010003,ENERGY ABSOLUTE,EM
TH3740010Y09,VGI,EM
TH3769010002,CPN COML.GW.LH.PR.,EM
TH3871010Z01,WHA,EM
TH3925010Z05,JMT NETWORK SERVICES,EM
TH4100010Z04,BEAUTY COMMUNITY,EM
TH4101010007,ANANDA DEVELOPMENT,EM
TH4150010Y00,MORE RETURN,EM
TH4403010002,BANGKOK AIRWAY,EM
TH4536010Z09,CK POWER,EM
TH4539010Z03,CHULARAT HOSPITAL,EM
TH4546010000,MONO NEXT,EM
TH4547010009,PTG ENERGY,EM
TH4577010002,MK RESTAURANT GROUP,EM
TH4601010002,NOK AIRLINES SUSP - SUSP.02/03/21,EM
TH4625010004,MC GROUP,EM
TH4683010003,BANGKOK RANCH,EM
TH4707010005,PACE DEVELOPMENT SUSP - SUSP.07/07/20,EM
TH4846010007,THAIRE LIFE ASSURANCE,EM
TH4984010009,MEGA LIFESCIENCES,EM
TH5023010009,C P TOWER GROWTH LEASEHOLD PROPERTY,EM
TH5048010000,ICHITAN GROUP,EM
TH5097010000,DIGITAL TELECOM.IFCF.,EM
TH5456010Y00,SRISAWAD CORPORATION,EM
TH5812010Y04,SKY ICT,EM
TH5882010009,IPCT.GW.REIT.TST. UTS.,EM
TH5883010008,FORTH SMART SERVICE,EM
TH5972010000,SIAM WELLNESS GROUP,EM
TH5976010006,THAI SOLAR ENERGY,EM
TH6066010005,CARABAO GROUP,EM
TH6068010Y02,MUANGTHAI CAPITAL ORS,EM
TH6128010001,EASTERN POLYMER GROUP,EM
TH6141010004,WHA PRUM.GW.FH.&. LH. REIT,EM
TH6172010006,FRASERS PROP THA INDUST FHLH.REIT,EM
TH6253010008,PLAN B MEDIA,EM
TH6329010008,THE PLATINUM GROUP,EM
TH6488010005,GLOBAL POWER SYNERGY,EM
TH6678010005,COM7,EM
TH6717010008,THAIFOODS GROUP,EM
TH6718010007,JWD INFOLOGISTICS,EM
TH6733010008,LADPRAO GENERAL HOSPITAL,EM
TH6789010001,ORIGIN PROPERTY,EM
TH6820010002,THAI WAH,EM
TH6838010002,STAR PTL.REFN.,EM
TH6927010004,TAOKAENOI FOOD & MKTG.,EM
TH6999010007,BANGKOK EXPRESSWAY AND METRO,EM
TH7139010006,GOLDEN VENTURES LEASEHOLD REIT,EM
TH7163010005,NETBAY,EM
TH7312010005,ALT TELECOM,EM
TH7411010005,BCPG,EM
TH7462010003,BANPU POWER,EM
TH7534010007,TPI POLENE POWER,EM
TH7539010002,SAHAKOL EQUIPMENT,EM
TH7545010004,B GRIMM POWER,EM
TH7549010000,THAI.PRI.PR.FHLH. REIT,EM
TH7585010005,HEMARAJ LEASEHOLD REIT UNITS,EM
TH7595010003,PRUKSA HOLDING,EM
TH7631010009,AMA MARINE,EM
TH7650010005,AFTER YOU,EM
TH7846010Z09,WHA UTILITIES AND POWER,EM
TH7920010Z02,GLOBAL GREEN CHEMICALS,EM
TH7923010006,THONBURI HEALTHCARE GROUP,EM
TH8170010004,PRIMA MARINE,EM
TH8193010007,TOA PAINT THAILAND,EM
TH8206010002,SERMSANG POWER CORPORATION,EM
TH8319010Z06,GULF ENERGY DEVELOPMENT,EM
TH8351010005,CPN RETAIL GROWTH LEASEHOLD REIT,EM
TH8365010009,DO DAY DREAM,EM
TH8406010000,BHIRAJ OFFICE LEASEHOLD REIT,EM
TH8752010000,OSOTSPA,EM
TH8794010000,PRARAM 9 HOSPITAL,EM
TH8878010009,TQM CORPORATION,EM
TN0001800457,BANQUE ILE.ARABE DE TUNISIA,FRON
TN0002200053,BANQUE DE TUNISIE,FRON
TRAAEFES91A9,ANADOLU EFES BIRACILIK LTD.,EM
TRAAFYON91F6,AFYON CIMENTO,EM
TRAAKBNK91N6,AKBANK,EM
TRAAKCNS91F3,AKCANSA CIMENTO SANVETC.,EM
TRAAKSAW91E1,AKSA AKRILIK KIMYA SYI.,EM
TRAALARK91Q0,ALARKO HOLDING,EM
TRAALKIM91E0,ALKIM ALKALI KIMYA,EM
TRAANACM91F7,ANADOLU CAM SANAYII DEAD - DELIST.02/10/20,EM
TRAANHYT91O3,ANADOLU HAYAT EMEKLILIK,EM
TRAANSGR91O1,ANADOLU ANONIM TURK SIGORTA SIRKETI LTD.,EM
TRAARCLK91H5,ARCELIK,EM
TRAASELS91H2,ASELSAN ELNK.SANVETC.,EM
TRAAYGAZ91E0,AYGAZ,EM
TRABAGFS91E2,BAGFAS BANDIRMA GUBRE,EM
TRABJKAS91X6,BESIKTAS FUTBOL,EM
TRABRISA91E3,BRISA BDGSN.SLK.SANVETC.,EM
TRACIMSA91F9,CIMSA CIMENTO SANVETC.,EM
TRADEVAW91E2,DEVA HOLDING,EM
TRADOHOL91Q8,DOGAN SRKGRBU.HLDG.,EM
TRAECILC91E0,EIS ECZACIBASI LLAC SINAI VE FIAL.YATIRIMLAR,EM
TRAEGEEN91H5,EGE ENDI.VE TICARET,EM
TRAEREGL91G3,EREGLI DEMIR CELIK,EM
TRAFINBN91N3,QNB FINANSBANK B,EM
TRAGARAN91N1,TKI.GARANTI BKSI.,EM
TRAGLMDE91R3,GLOBAL YATIRIM HLDG.,EM
TRAGOLTS91F0,GOLTAS,EM
TRAGUBRF91E2,GUBRE FABRIKALARI,EM
TRAGUSGR91O3,TURKIYE SIGORTA ANONIM SIRKETI,EM
TRAHEKTS91E4,HEKTAS TICARET,EM
TRAIHLAS91D5,IHLAS HOLDING,EM
TRAIPMAT92D2,IPEK MATBAACILIK SANVETC.,EM
TRAISCTR91N2,TURKIYE IS BANKASI 'C',EM
TRAISGEN91P9,IS FINANSAL KIRALAMA,EM
TRAISGYO91Q3,IS REAL ESTATE INVESTMENT TRUST,EM
TRAIZMDC91G6,IZMIR DEMIR CELIK SANAYI,EM
TRAKARSN91H7,KARSAN OMV.SANVETC.,EM
TRAKCHOL91Q8,KOC HOLDING,EM
TRAKERVT91A5,KEREVITAS GIDA SANVETC.,EM
TRAKONYA91F6,KONYA CIMENTO SANAYI,EM
TRAKORDS91B2,KORDSA TEKNIK TEKSTIL A,EM
TRAKRDMR91G7,KARDEMIR 'D',EM
TRALOGOW91U2,LOGO YAZLIM,EM
TRAMRDIN91F2,OYAK CIMENTO FABRIKALARI A S,EM
TRANTHOL91Q6,NET HLDG.ANONIM SIRKETI,EM
TRANUHCM91F0,NUH CIMENTO SANAYI,PAC
TRAOKANT91B5,IHLAS GAYMEN.PROJE GELISTIRME VTC.,EM
TRAOTKAR91H3,OTOKAR OMV.VE SAVUNMA,EM
TRAOTOSN91H6,FORD OTOMOTIV SANAYI,EM
TRAPETKM91E0,PETKIM PETROKIMYA HLDG.,EM
TRAPNSUT91A5,PINAR SUT MAMULLERI SYI.,EM
TRAPTOFS91E6,OMV PETROL OFISI,EM
TRASAHOL91Q5,HACI OMER SABANCI HLDG.,EM
TRASARKY91G6,SARKUYSAN ELKTK.BAKIR,AMER
TRASASAW91E4,SASA POLYESTER A,EM
TRASISEW91Q3,TKI.SISE VE CAM FKI.,EM
TRASKBNK91N8,SEKERBANK,EM
TRASODAS91E5,SODA SANAYI DEAD - DELIST.01/10/20,EM
TRATATKS91A5,TAT GIDA SANAYI,EM
TRATCELL91M1,TURKCELL ILETISIM HZM.,EM
TRATEBNK91N9,TURK EKONOMI BANKASI DEAD - 25/06/15,EM
TRATHYAO91M5,TURK HAVA YOLLARI,EM
TRATOASO91H3,TOFAS TURK OTOM.FABK.,EM
TRATRKCM91F7,TRAKYA CAM SANAYI DEAD - DELIST.02/10/20,EM
TRATSKBW91N0,TKI.SINAI KALK.BKSI.,EM
TRATUKAS91A3,TUKAS GIDA SANVETC.,EM
TRATUPRS91E8,TUPRAS TKI.PEL.RFNE.,EM
TRAVESTL91H6,VESTEL ELNK.SANVETC.,EM
TRAYATAS91B4,YATAS YAVYGN.SATT.,EM
TRAYAZIC91Q6,ANADOLU GRUBU HOLDING A,EM
TRAYKBNK91N6,YAPI VE KREDI BANKASI,EM
TRAZOREN91L8,ZORLU ENERJI,EM
TREAIGY00017,AKYP GMYO,EM
TREAKSN00011,AKSA ENERJI URETIM,EM
TREALBK00011,ALBARAKA TURK,EM
TREAYKB00014,ASYA KATILIM BANKASI DEAD - DELIST.27/07/16,EM
TREBIMM00018,BIM BIRLESIK MAGAZALAR,EM
TREBZMT00017,BIZIM TOPTAN SATIS MAGAZALARI LTD.,EM
TRECMAS00010,CEMAS DOKUM SANAYI,EM
TRECOLA00011,COCA COLA ICECEK,EM
TRECUHE00018,AVIVASA EMEKLILIK VE HAYAT,EM
TREDOTO00013,DOGUS OTO SERVIS VTC.,EM
TREEGYO00017,EMLAK KONUT GAYRIMENKUL YATOTA.,EM
TREENKA00011,ENKA INSAAT VE SANAYI A,EM
TREENSA00014,ENERJISA ENERJI,EM
TREFBAH00019,FENERBAHCE SPORTIF HIZMETLER,EM
TREISDC00020,ISKENDERUN DEM D,EM
TREKMBH00014,BERA HOLDING,EM
TREKOAL00014,KOZA ALTIN ISLETMELERI,EM
TREKOZA00014,KOZA ANADOLU MTL.MIE.,EM
TREMAVI00037,MAVI GIYIM SANAYI VE TICARET,EM
TREMGTI00012,MIGROS TICARET,EM
TREMLPC00021,MLP SAGLIK HIZMETLERI,EM
TREODAS00014,ODAS ELEKTRIK B,EM
TREPEGS00016,PEGASUS HAVA TASIMACILIGI A LTD.,EM
TREPOHO00012,POLISAN HOLDING,EM
TRERTAL00018,RTA LAB BIYOLOJIK,EM
TRESGYO00017,SAF GM INSAAT DEAD - DELIST.21/01/17,EM
TRESLEC00014,SELCUK ECZA DEPOSU,EM
TRESOKM00022,SOK MARKETLER TICARET,EM
TRETAVH00018,TAV HAVALIMANLARI,EM
TRETHAL00019,TURKIYE HALK BANKASI,EM
TRETKHO00012,TEKFEN HOLDING,EM
TRETRGY00018,TORUNLAR GAYRIMENKUL YATIRIM ORTAKLIGI,EM
TRETTLK00013,TURK TELEKOMUNIKASYON,EM
TRETTRK00010,TURK TKTR.VE ZIRAAT MKE.,EM
TREULKR00015,ULKER BISKUVI SANAYI,EM
TREVKFB00019,TKI.VAKIFLAR BANKASI,EM
TTE000000074,TRINIDAD AND TOBAGO NGL LTD,EM
TW00001003T4,SHIN KONG NO.1 REIT UNITS,EM
TW0001101004,TAIWAN CEMENT,EM
TW0001102002,ASIA CEMENT,EM
TW0001103000,CHIA HSIN CEMENT,EM
TW0001104008,UNIVERSAL CEMENT,EM
TW0001109007,HSING TA CEMENT,EM
TW0001201002,WEI CHUAN FOODS,EM
TW0001210003,GREATWALL ENTEPRISE,EM
TW0001215002,CHAROEN PKPH.ENTER.(TW.),EM
TW0001216000,UNI-PRESIDENT ENTS.,EM
TW0001217008,AGV PRODUCTS,EM
TW0001218006,TAISUN ENTER.,EM
TW0001227007,STANDARD FOODS,EM
TW0001229003,LIEN HWA INDUSTRIAL HOLDINGS,EM
TW0001231009,LIAN HWA FOODS,EM
TW0001232007,TTET UNION,EM
TW0001234003,HEY-SONG,EM
TW0001264000,TEHMAG FOODS,EM
TW0001301000,FORMOSA PLASTICS,EM
TW0001303006,NAN YA PLASTICS,EM
TW0001304004,USI,EM
TW0001305001,CHINA GEN.PLASTICS,EM
TW0001307007,SAN FANG CHM.,EM
TW0001308005,ASIA POLYMER,EM
TW0001309003,TAITA CHEMICAL,EM
TW0001310001,TW.STYRENE MONOMER,EM
TW0001312007,GRAND PACIFIC PETROCH.,EM
TW0001313005,UPC TECHNOLOGY,EM
TW0001314003,CHINA PETROCHEMICAL DEV.,EM
TW0001315000,TAHHSIN INDUSTRIAL,EM
TW0001319002,TONG YANG IND.,EM
TW0001321008,OCEAN PLASTICS,EM
TW0001325009,UNIVERSAL,EM
TW0001326007,FORMOSA CHEMS.& FIBRE,EM
TW0001402006,FAR EASTERN NEW CENTURY,EM
TW0001409001,SHINKONG SYNTHETIC FIBER,EM
TW0001416006,KWONG FONG INDS.,EM
TW0001434009,FORMOSA TAFFETA,EM
TW0001437002,GTM,EM
TW0001440006,TAINAN SPINNING,EM
TW0001442002,ADVANCETEK ENTERPRISE,EM
TW0001444008,LEALEA ENTER.,EM
TW0001447001,LI PENG ENTERPRISE,EM
TW0001451003,NIEN HSING TEX.,EM
TW0001452001,HONG YI FIBER INDUSTRY,EM
TW0001455004,ZIG SHENG INDUSTRIAL,EM
TW0001457000,YI JINN INDL.,EM
TW0001460004,EVEREST TEXTILE,EM
TW0001463008,CHYANG SHENG DY&FG.,EM
TW0001464006,DE LICACY INDUSTRIAL,EM
TW0001473007,TAINAN ENTERPRISES,EM
TW0001476000,ECLAT TEXTILE,EM
TW0001477008,MAKALOT INDUSTRIAL,EM
TW0001503001,SHIHLIN ELEC.& ENGR.,EM
TW0001504009,TECO ELEC.& MACHINERY,EM
TW0001507002,YUNG TAY ENGR.,EM
TW0001513000,CHUNG-HSIN E&M.MNFG.,EM
TW0001514008,ALLIS ELECTRIC,EM
TW0001515005,REXON INDL.,EM
TW0001519007,FORTUNE ELECTRIC,EM
TW0001522001,TYC BROTHER INDUSTRIAL,EM
TW0001527000,BASSO INDUSTRY,EM
TW0001532000,CHINA METAL PRODUCTS,EM
TW0001536001,HOTA INDL.MNFG.,EM
TW0001537009,KUNG LONG BATT.INDL.,AMER
TW0001558005,ZENG HSING INDUSTRIAL,EM
TW0001560001,KINIK,EM
TW0001563005,SUPERALLOY INDUSTRIAL,EM
TW0001565000,ST SHINE OPTICAL,EM
TW0001569002,BIN CHUAN ENTER.,EM
TW0001580009,SINMAG EQUIPMENT,EM
TW0001582005,SYNCMOLD ENTER.CORP.,EM
TW0001597003,CHIEFTEK PRECISION,EM
TW0001598001,DYACO INTERNATIONAL,EM
TW0001604007,SAMPO,EM
TW0001605004,WALSIN LIHWA,EM
TW0001608008,HUA ENG WIRE & CABLE,EM
TW0001609006,TA YA ELEC.WIRE & CABLE,EM
TW0001611002,CHINA ELEC.MNFG.,EM
TW0001614006,TAIWAN SANYO ELECTRIC,EM
TW0001701001,CHINA CHEMICAL & PHARM.,EM
TW0001702009,NAMCHOW HOLDINGS,EM
TW0001704005,LCY CHEMICAL DEAD - DELIST.29/01/19,EM
TW0001707008,GRAPE KING BIO,EM
TW0001708006,SESODA,EM
TW0001709004,FORMOSAN UNION CHEMICAL,PAC
TW0001710002,ORIENTAL UNION CHM.,EM
TW0001711000,EVERLIGHT CHM.INDL.,EM
TW0001712008,SINON,EM
TW0001714004,HO TUNG CHEMICAL,EM
TW0001717007,ETERNAL MATERIALS,EM
TW0001718005,CHINA MAN-MADE FIBER,EM
TW0001720001,STANDARD CHM.& PHARM.,EM
TW0001722007,TAIWAN FERTILIZER,EM
TW0001723005,CHINA STEEL CHEMICAL,EM
TW0001726008,YG.CHI PAI.& VNSH.MNFG.,EM
TW0001729002,PIHSIANG MCH.MNFG. DEAD - DELIST.01/01/18,EM
TW0001733004,APEX BIOTECHNOLOGY,EM
TW0001734002,SINPHAR PHARMACEUTICAL,EM
TW0001736007,JOHNSON HEALTH TECH.,EM
TW0001737005,TAIYEN BIOTECH,EM
TW0001760007,PANION & BF BIOTECH.,EM
TW0001762003,CHUNGHWA CHM.SNH.& BIOT.,EM
TW0001773000,SHINY CHEMICAL INDL.,EM
TW0001785004,SOLAR APPD.MATS.TECH.,EM
TW0001786002,SCIVISION BIOTECH,EM
TW0001789006,SCINOPHARM TAIWAN,EM
TW0001795003,LOTUS PHARMACEUTICAL,EM
TW0001802007,TAIWAN GLASS IND.,EM
TW0001808004,RUN LONG CONSTRUCTION,EM
TW0001815009,FULLTECH FIBER GLASS,AMER
TW0001903003,SHIHLIN PAPER,EM
TW0001904001,CHENG LOONG,EM
TW0001905008,CHUNG HWA PULP,EM
TW0001907004,YUEN FOONG YU PAPR.MNFG.,EM
TW0001909000,LONG CHEN PAPER,EM
TW0002002003,CHINA STEEL,EM
TW0002006004,TUNG HO STL.ENTER.,EM
TW0002010006,CHUN YUAN STEEL IND.,EM
TW0002013000,CHINA STL.STRUC.,EM
TW0002014008,CHUNG HUNG STEEL,EM
TW0002015005,FENG HSIN STEEL,EM
TW0002022001,TYCOONS GP.ENTER.,EM
TW0002023009,YIEH PHUI ENTERPRISE,EM
TW0002027000,TA CHEN STAINLESS PIPE,EM
TW0002029006,SHENG YU STEEL,EM
TW0002031002,HSIN KUANG STEEL,EM
TW0002034006,YEUN CHYANG,EM
TW0002049004,HIWIN TECHNOLOGIES,EM
TW0002059003,KING SLIDE WORKS,EM
TW0002062007,SUNSPRING METAL,EM
TW0002101003,NANKANG RUBBER TIRE,EM
TW0002102001,FEDERAL,EM
TW0002103009,TSRC,EM
TW0002104007,INTERNATIONAL CSRC INVESTMENT HOLDINGS,EM
TW0002105004,CHENG SHIN RUB.INDS.,EM
TW0002106002,KENDA RUBBER IND.,EM
TW0002107000,FORMOSAN RUBBER GP.,EM
TW0002108008,NANTEX INDUSTRY,EM
TW0002109006,HWA FONG RUBBER INDUSTRY,EM
TW0002114006,HSIN YUNG CHIEN,EM
TW0002201001,YULON MOTOR,EM
TW0002204005,CHINA MOTOR,EM
TW0002206000,SANYANG INDUSTRY,EM
TW0002207008,HOTAI MOTOR,EM
TW0002208006,CSBC TAIWAN,EM
TW0002227006,YULON NISSAN MOTOR,EM
TW0002228004,IRON FORCE INDUSTRIAL,EM
TW0002231008,CUB ELECPARTS,EM
TW0002233004,TURVO INTERNATIONAL,EM
TW0002241007,AMULAIRE THERMAL TECHNOLOGY,EM
TW0002247004,PAN GERMAN UNIVERSAL MOTORS,EM
TW0002301009,LITE-ON TECHNOLOGY,EM
TW0002303005,UNITED MICRO ELTN.,EM
TW0002308004,DELTA ELECTRONICS,EM
TW0002312006,KINPO ELECTRONICS,EM
TW0002313004,COMPEQ MANUFACTURING,EM
TW0002314002,MICROELS.TECH.,EM
TW0002316007,WUS PRINTED CIRCUIT,EM
TW0002317005,HON HAI PRECN.IND.,EM
TW0002323003,CMC MAGNETICS,EM
TW0002324001,COMPAL ELECTRONICS,EM
TW0002327004,YAGEO,EM
TW0002328002,PAN-INTL.INDL.,EM
TW0002329000,ORIENT SEMICON.ELTN.,EM
TW0002330008,TAIWAN SEMICON.MNFG.,EM
TW0002331006,ELITEGROUP COMPUTER SYS.,EM
TW0002332004,D-LINK,EM
TW0002337003,MACRONIX INTL.,EM
TW0002338001,TAIWAN MASK,EM
TW0002340007,OPTO TECH,EM
TW0002342003,MOSEL VITELIC,EM
TW0002344009,WINBOND ELTN.,EM
TW0002345006,ACCTON TECHNOLOGY,EM
TW0002347002,SYNNEX TECH.INTL.,EM
TW0002349008,RITEK,EM
TW0002351004,SDI,EM
TW0002352002,QISDA,EM
TW0002353000,ACER,EM
TW0002354008,FOXCONN TECHNOLOGY,EM
TW0002355005,CHIN-POON INDUSTRIAL,EM
TW0002356003,INVENTEC,EM
TW0002357001,ASUSTEK COMPUTER,EM
TW0002360005,CHROMA ATE,EM
TW0002362001,CLEVO,EM
TW0002363009,SILICON INTEGRATED SYS.,EM
TW0002367000,UNITECH PRINTED CUB.,EM
TW0002368008,GOLD CIRCUIT ELECTRONICS,EM
TW0002369006,LINGSEN PRECN.INDS.,EM
TW0002371002,TATUNG,EM
TW0002373008,AURORA,EM
TW0002374006,ABILITY ENTER.,EM
TW0002375003,KAIMEI ELECTRONIC,EM
TW0002376001,GIGA-BYTE TECHNOLOGY,EM
TW0002377009,MICRO-STAR INTERNATIONAL,EM
TW0002379005,REALTEK SEMICON.,EM
TW0002382009,QUANTA COMPUTER,EM
TW0002383007,ELITE MATERIAL,EM
TW0002385002,CHICONY ELECTRONICS,EM
TW0002387008,SUNREX TECHNOLOGY,EM
TW0002388006,VIA TECHNOLOGIES,EM
TW0002390002,EVERSPRING IND.,EM
TW0002392008,CHENG UEI PRECISION IND.,EM
TW0002393006,EVERLIGHT ELECTRONICS,EM
TW0002395001,ADVANTECH,EM
TW0002397007,DFI,EM
TW0002401007,SUNPLUS TECH.,EM
TW0002402005,ICHIA TECHNOLOGIES,EM
TW0002404001,UNITED INTEG.SVS.,EM
TW0002405008,SHUTTLE,EM
TW0002406006,GIGASTORAGE,EM
TW0002408002,NANYA TECHNOLOGY,EM
TW0002409000,AU OPTRONICS,EM
TW0002412004,CHUNGHWA TELECOM,EM
TW0002417003,AVERMEDIA TECHNOLOGIES,EM
TW0002419009,HITRON TECHNOLOGY,EM
TW0002420007,ZIPPY TECHNOLOGY,EM
TW0002421005,SUNONWEALTH ELM.INDUSTRY,EM
TW0002426004,TYNTEK,EM
TW0002428000,THINKING ELT.INDUSTRIAL,EM
TW0002430006,TSANN KUEN ENTERPRISE,EM
TW0002436003,WELTREND SEMICON.,EM
TW0002439007,MERRY ELECTRONICS,EM
TW0002441003,GREATEK ELECTRONICS,EM
TW0002449006,KING YUAN ELTN.,EM
TW0002450004,SENAO INTL.,EM
TW0002451002,TRANSCEND INFO.,EM
TW0002454006,MEDIATEK,EM
TW0002455003,VISUAL PHOTONICS EPITAXY,EM
TW0002456001,CHILISIN ELECTRONICS,AMER
TW0002457009,PHIHONG TECHNOLOGY,EM
TW0002458007,ELAN MICROELS.,EM
TW0002464005,MIRLE AUTOMATION,EM
TW0002467008,C SUN MANUFACTURING,EM
TW0002472008,LELON ELECTRONICS,EM
TW0002474004,CATCHER TECHNOLOGY,EM
TW0002475001,CHUNGHWA PICTURE TUBES DEAD - DELIST.12/05/19,EM
TW0002476009,G-SHANK ENTER.,EM
TW0002477007,MEILOON INDUSTRIAL,EM
TW0002478005,TA-I TECHNOLOGY,PAC
TW0002480001,STARK TECHNOLOGY,EM
TW0002481009,PAN JIT INTERNATIONAL,EM
TW0002484003,SIWARD CRYSTAL TECH.,EM
TW0002485000,ZINWELL,EM
TW0002488004,HANPIN ELECTRON,EM
TW0002489002,AMTRAN TECHNOLOGY,EM
TW0002492006,WALSIN TECHNOLOGY,EM
TW0002493004,AMPOC FAR-EAST,EM
TW0002495009,INFORTREND TECHNOLOGY,EM
TW0002497005,E-LEAD ELT.,EM
TW0002498003,HTC,EM
TW0002499001,UNITY OPTO TECH. DEAD - DELIST.10/11/20,EM
TW0002501004,CATHAY RLST.DEV.,EM
TW0002504008,GOLDSUN BUILDING MATERIALS,EM
TW0002505005,KUO YANG CONSTRUCTION,EM
TW0002511003,PRINCE HOUSING & DEV.,EM
TW0002514007,LONG BON INTERNATIONAL,EM
TW0002515004,BES ENGINEERING,EM
TW0002520004,KINDOM CONSTRUCTION,EM
TW0002524006,KINGS TOWN CON.,EM
TW0002527009,HUNG CHING DEV.AND CON.,EM
TW0002534005,HUNG SHENG CONSTRUCTION,EM
TW0002535002,DA-CIN CONSTRUCTION,EM
TW0002536000,HUNG POO REAL EST.DEV.,EM
TW0002538006,KEE TAI PROPERTIES,EM
TW0002539004,SAKURA DEVELOPMENT,EM
TW0002542008,HIGHWEALTH CONSTRUCTION,EM
TW0002545001,HUANG HSIANG CON.,EM
TW0002547007,RADIUM LIFE TECHNOLOGY,EM
TW0002548005,HUAKU DEVELOPMENT,EM
TW0002601002,FIRST STEAMSHIP,EM
TW0002603008,EVERGREEN MARINE,EM
TW0002605003,SINCERE NAVIGATION,EM
TW0002606001,U-MING MARINE TRAN.,EM
TW0002607009,EVRG.INTL.STRG.& TRAN.,EM
TW0002608007,KERRY TJ LOGISTICS,EM
TW0002609005,YANG MING MAR.TRAN.,EM
TW0002610003,CHINA AIRLINES,EM
TW0002612009,CHINESE MARITIME TRAN.,EM
TW0002614005,EASTERN MEDIA INTL.,EM
TW0002615002,WAN HAI LINES,EM
TW0002617008,TAIWAN NAVIGATION,EM
TW0002618006,EVA AIRWAYS,EM
TW0002633005,TAIWAN HIGH SPEED RAIL,EM
TW0002634003,AEROSPACE INDV.,EM
TW0002636008,T3EX GLOBAL HOLDINGS,EM
TW0002704004,AMBASSADOR HOTEL,EM
TW0002707007,FORMOSA INTL.HOTELS,EM
TW0002727005,WOWPRIME,EM
TW0002731007,LION TRAVEL SERVICE,EM
TW0002732005,LA KAFFA INTERNATIONAL,EM
TW0002752003,TOFU RESTAURANT,EM
TW0002801008,CHANG HWA COML.BANK,EM
TW0002809001,KING'S TOWN BANK,EM
TW0002812005,TAICHUNG COMMERCIAL BANK,EM
TW0002820008,CHINA BILLS FINANCE,EM
TW0002823002,CHINA LIFE INSURANCE,EM
TW0002832003,TAIWAN FIRE & MARINE IN.,EM
TW0002833001,TAIWAN LIFE INSURANCE DEAD - DELIST.15/10/15,EM
TW0002834009,TAIWAN BUSINESS BANK,EM
TW0002836004,BANK OF KAOHSIUNG,EM
TW0002838000,UNION BANK OF TAIWAN,EM
TW0002841004,TAIWAN LAND DEVELOPMENT,EM
TW0002845005,FAR EASTERN INTL.BANK,EM
TW0002847001,TA CHONG BANK DEAD - DELIST.22/03/16,EM
TW0002849007,ENTIE COMMERCIAL BANK,EM
TW0002850005,SHINKONG INSURANCE,EM
TW0002854007,POLARIS SECS. DEAD - DELIST.03/10/11,EM
TW0002855004,PRESIDENT SECS.,EM
TW0002856002,MASTERLINK SECURITIES DEAD - DELIST.30/09/18,EM
TW0002867009,MERCURIES LIFE INSURANCE,EM
TW0002880002,HUA NAN FINANCIAL HDG.,EM
TW0002881000,FUBON FINL.HLDG.,EM
TW0002882008,CATHAY FINL.HLDG.,EM
TW0002883006,CHINA DEV.FINL.HLDG.,EM
TW0002884004,E SUN FINL.HLDG.,EM
TW0002885001,YUANTA FINANCIAL HDG.,EM
TW0002886009,MEGA FINANCIAL HOLDING,EM
TW0002887007,TAISHIN FINANCIAL HLDG.,EM
TW0002888005,SHIN KONG FINL.HLDG.,EM
TW0002889003,IBF FINANCIAL HOLDINGS SHA,EM
TW0002890001,SINOPAC FINL.HDG.,EM
TW0002891009,CTBC FINL.HLDG.,EM
TW0002892007,FIRST FINANCIAL HOLDING,EM
TW0002897006,O-BANK,EM
TW0002903002,FAR EASTERN DEPT.STRS.,EM
TW0002905007,MERCURIES AND ASSOCIATES,EM
TW0002908001,TEST RITE INTERNATIONAL,EM
TW0002912003,PRESIDENT CHAIN STORE,EM
TW0002913001,TAIWAN TEA,EM
TW0002915006,RUENTEX INDUSTRIES,EM
TW0002926003,THE ESLITE SPECTRUM,EM
TW0003003000,KS TERMINALS,AMER
TW0003005005,GETAC TECHNOLOGY,EM
TW0003006003,ELITE SEMICON. MICROELS. TECH.,EM
TW0003008009,LARGAN PRECISION,EM
TW0003009007,CHI MEI OPTOELECTRONICS DEAD - DELIST.18/03/10,EM
TW0003010005,WAH LEE INDUSTRIAL,EM
TW0003014007,ITE TECHNOLOGY,EM
TW0003015004,FSP TECHNOLOGY,EM
TW0003016002,EPISIL-PRECISION,EM
TW0003017000,ASIA VITAL COMPONENTS,EM
TW0003018008,TUNG KAI TECH.ENGR.,EM
TW0003019006,ASIA OPTICAL,EM
TW0003022000,IEI INTEGRATION,EM
TW0003023008,SINBON ELECTRONICS,EM
TW0003026001,HOLY STONE ENTERPRISE,EM
TW0003028007,ZENITRON,EM
TW0003029005,ZERO ONE TECH.,EM
TW0003030003,TEST RESEARCH,EM
TW0003032009,COMPUCASE ENTERPRISE,EM
TW0003033007,WEIKENG INDL.,EM
TW0003034005,NOVATEK MICROELS.,EM
TW0003035002,FARADAY TECHNOLOGY,EM
TW0003036000,WT MICROELECTRONICS,EM
TW0003037008,UNIMICRON TECHNOLOGY,EM
